id,sale_date,address,city,state,zip,beds,baths,sqft,lot_sqft,year_built,property_type,sale_price,latitude,longitude,days_on_market,agent_name,agent_phone,sale_type,hoa_fee,description
632,2023-01-02,6686 Maple St,San Francisco,CA,93288,2,2.3,2193,14256,1899,Townhouse,593344,38.028193,-93.810262,40,Jordan Jones,+1-471-248-5871,Conventional,29.32,"2 bed / 2.3 bath townhouse in San Francisco, built in 1899."
633,2021-07-13,5790 Oak Ave,Washington,DC,22053,3,2.6,2140,5332,1904,Single Family,307280,40.366022,-73.983113,8,Jamie Wilson,+1-743-686-7997,Mortgage,0.0,"3 bed / 2.6 bath single family in Washington, built in 1904."
634,2023-01-10,8543 Lakeview Rd,San Jose,CA,76144,3,1.3,2761,6035,1956,Single Family,637547,45.696038,-107.842714,9,Morgan Williams,+1-624-611-5116,Conventional,0.0,"3 bed / 1.3 bath single family in San Jose, built in 1956."
635,2022-11-23,4489 Washington Ave,Seattle,WA,33671,3,1.0,1241,8150,1884,Condo,503953,44.851796,-99.774862,27,Pat Brown,+1-790-711-4489,VA,136.14,"3 bed / 1 bath condo in Seattle, built in 1884."
636,2022-01-16,6821 Elm St,Denver,CO,92150,2,1.0,391,7036,1895,Single Family,54619,30.46668,-90.720079,15,Cameron Brown,+1-446-354-5919,VA,0.0,"2 bed / 1 bath single family in Denver, built in 1895."
637,2021-06-30,3968 Washington Ave,Chicago,IL,93090,3,1.5,300,200,1932,Townhouse,60525,29.259564,-109.623281,24,Pat Jones,+1-861-364-5201,Conventional,264.94,"3 bed / 1.5 bath townhouse in Chicago, built in 1932."
638,2021-05-17,706 Maple St,San Diego,CA,24884,4,2.4,1661,4256,1918,Single Family,343371,28.452027,-123.473229,22,Chris Jones,+1-675-697-8145,VA,0.0,"4 bed / 2.4 bath single family in San Diego, built in 1918."
639,2024-06-05,8060 Main St,Philadelphia,PA,45744,3,1.0,2438,5676,1914,Single Family,609021,31.331346,-123.312014,32,Chris Jones,+1-874-763-3883,Cash,0.0,"3 bed / 1 bath single family in Philadelphia, built in 1914."
640,2024-11-10,2402 Maple St,Los Angeles,CA,21000,5,1.0,903,2980,1960,Condo,143286,42.365937,-78.059703,40,Jamie Davis,+1-572-887-2479,VA,114.5,"5 bed / 1 bath condo in Los Angeles, built in 1960."
641,2022-12-04,1578 Maple St,Houston,TX,84838,5,2.0,2362,7404,2008,Multi-Family,186162,30.28159,-101.853725,42,Blake Wilson,+1-993-737-5125,VA,0.0,"5 bed / 2.0 bath multi-family in Houston, built in 2008."
642,2023-04-11,3671 Pine Dr,Washington,DC,26027,4,1.3,1356,2554,1960,Single Family,253378,34.386214,-119.440998,120,Sam Davis,+1-966-961-4865,VA,0.0,"4 bed / 1.3 bath single family in Washington, built in 1960."
643,2022-06-19,6239 Oak Ave,Houston,TX,32957,2,1.3,519,200,1934,Multi-Family,112564,28.589184,-118.081155,21,Riley Jones,+1-803-257-9034,Conventional,0.0,"2 bed / 1.3 bath multi-family in Houston, built in 1934."
644,2021-05-19,445 Main St,Austin,TX,81531,1,1.0,2159,3169,1988,Single Family,407778,36.805023,-122.8822,7,Casey Brown,+1-571-686-7025,FHA,0.0,"1 bed / 1.0 bath single family in Austin, built in 1988."
645,2022-02-26,3972 Lakeview Rd,Los Angeles,CA,98027,4,1.1,1506,7150,1941,Single Family,174646,31.317908,-92.294526,8,Casey Martinez,+1-917-571-2999,Conventional,0.0,"4 bed / 1.1 bath single family in Los Angeles, built in 1941."
646,2025-02-22,3546 Pine Dr,Fort Worth,TX,11031,2,1.5,2730,10275,1980,Multi-Family,244084,42.57371,-118.996944,20,Casey Jones,+1-292-974-4857,FHA,0.0,"2 bed / 1.5 bath multi-family in Fort Worth, built in 1980."
647,2024-04-19,7818 Washington Ave,Charlotte,NC,92752,2,4.0,2145,3131,1961,Townhouse,125743,36.438891,-80.473928,4,Blake Davis,+1-234-480-2312,VA,161.99,"2 bed / 4.0 bath townhouse in Charlotte, built in 1961."
648,2023-12-01,9073 Elm St,Austin,TX,65360,5,2.0,1599,4728,1905,Townhouse,530712,39.068376,-103.637208,12,Casey Rodriguez,+1-267-560-7895,Conventional,195.0,"5 bed / 2.0 bath townhouse in Austin, built in 1905."
649,2021-01-11,3378 Cedar Ln,Charlotte,NC,13584,2,2.8,2607,673,1893,Condo,300227,42.289986,-94.842437,9,Blake Garcia,+1-856-339-1050,VA,149.71,"2 bed / 2.8 bath condo in Charlotte, built in 1893."
650,2021-05-26,6822 Elm St,Austin,TX,85472,1,1.0,3933,6388,1901,Single Family,1397915,46.031016,-122.914526,8,Drew Anderson,+1-986-864-3131,Conventional,0.0,"1 bed / 1 bath single family in Austin, built in 1901."
651,2023-11-08,6122 Pine Dr,Charlotte,NC,72700,4,2.0,2461,1735,1914,Single Family,642312,44.610451,-74.922497,21,Avery Miller,+1-488-403-2382,VA,0.0,"4 bed / 2.0 bath single family in Charlotte, built in 1914."
652,2020-02-17,7676 Maple St,Fort Worth,TX,59456,1,2.9,1225,12836,1937,Single Family,400163,47.010364,-116.363433,12,Drew Martinez,+1-826-841-4747,Cash,0.0,"1 bed / 2.9 bath single family in Fort Worth, built in 1937."
653,2022-05-28,9393 Oak Ave,Dallas,TX,32119,1,1.8,1262,983,1892,Single Family,184774,32.671649,-77.805324,1,Avery Jones,+1-352-291-7028,Mortgage,0.0,"1 bed / 1.8 bath single family in Dallas, built in 1892."
654,2025-03-16,3221 Cedar Ln,New York,NY,78922,4,3.7,2415,3890,1991,Townhouse,454725,38.886048,-119.719662,0,Cameron Martinez,+1-706-321-4677,Mortgage,62.26,"4 bed / 3.7 bath townhouse in New York, built in 1991."
655,2024-10-19,3055 Washington Ave,San Jose,CA,74771,7,1.3,2496,14341,1977,Single Family,695449,27.0113,-96.475017,7,Jordan Wilson,+1-420-489-4102,VA,0.0,"7 bed / 1.3 bath single family in San Jose, built in 1977."
656,2021-04-27,269 Lakeview Rd,Phoenix,AZ,13771,5,2.9,2119,7241,1954,Co-op,287061,48.521247,-101.558007,3,Avery Garcia,+1-454-578-8506,Cash,48.38,"5 bed / 2.9 bath co-op in Phoenix, built in 1954."
657,2023-12-31,1661 Main St,Phoenix,AZ,52368,1,2.8,3081,3210,1981,Condo,814808,36.096675,-101.766234,11,Riley Anderson,+1-633-953-5198,Cash,129.58,"1 bed / 2.8 bath condo in Phoenix, built in 1981."
658,2021-12-26,4255 Washington Ave,Los Angeles,CA,53628,6,1.0,2245,200,1940,Single Family,633495,39.620689,-75.36914,57,Avery Martinez,+1-812-926-1745,Cash,0.0,"6 bed / 1 bath single family in Los Angeles, built in 1940."
659,2025-01-01,8353 Lakeview Rd,San Jose,CA,61733,3,1.0,3362,8747,1974,Single Family,1274812,26.602006,-117.362605,25,Drew Smith,+1-794-383-5264,Mortgage,0.0,"3 bed / 1 bath single family in San Jose, built in 1974."
660,2023-12-25,823 Pine Dr,Austin,TX,71352,2,3.3,300,10823,1913,Single Family,43432,40.568681,-87.665613,42,Drew Davis,+1-345-466-2914,FHA,0.0,"2 bed / 3.3 bath single family in Austin, built in 1913."
661,2021-08-02,7239 Pine Dr,San Francisco,CA,46831,1,2.9,1052,11923,1972,Multi-Family,129956,33.169236,-96.835627,6,Casey Wilson,+1-979-470-9470,FHA,0.0,"1 bed / 2.9 bath multi-family in San Francisco, built in 1972."
662,2025-03-05,994 Maple St,Austin,TX,74392,2,3.4,1959,13989,1918,Single Family,280991,36.955112,-90.966427,25,Blake Martinez,+1-650-254-4095,Mortgage,0.0,"2 bed / 3.4 bath single family in Austin, built in 1918."
663,2023-12-16,5941 Lakeview Rd,Philadelphia,PA,14700,2,1.2,793,9516,2000,Single Family,238506,37.423334,-102.228393,10,Cameron Davis,+1-318-706-1668,VA,0.0,"2 bed / 1.2 bath single family in Philadelphia, built in 2000."
664,2024-11-10,3059 Pine Dr,Charlotte,NC,74616,3,3.1,1041,10245,1908,Townhouse,232844,45.30686,-82.064075,3,Taylor Johnson,+1-557-295-4337,FHA,54.77,"3 bed / 3.1 bath townhouse in Charlotte, built in 1908."
665,2023-04-14,1358 Maple St,Indianapolis,IN,45755,1,1.8,478,5664,2024,Townhouse,112362,44.658576,-92.813724,21,Jordan Wilson,+1-204-738-3958,VA,13.7,"1 bed / 1.8 bath townhouse in Indianapolis, built in 2024."
666,2020-02-23,9772 Oak Ave,San Francisco,CA,98723,0,2.6,381,3139,1904,Townhouse,71904,37.105137,-97.533091,14,Casey Martinez,+1-896-324-7458,FHA,79.09,"0 bed / 2.6 bath townhouse in San Francisco, built in 1904."
667,2024-08-28,195 Elm St,Austin,TX,30155,2,1.6,3025,200,1887,Single Family,922581,42.342681,-112.343253,43,Sam Martinez,+1-691-664-5412,Conventional,0.0,"2 bed / 1.6 bath single family in Austin, built in 1887."
668,2024-02-07,5394 Main St,Los Angeles,CA,96005,3,2.6,1116,4387,1995,Single Family,239363,39.691808,-99.320536,7,Sam Wilson,+1-332-416-1797,FHA,0.0,"3 bed / 2.6 bath single family in Los Angeles, built in 1995."
669,2021-06-06,3511 Pine Dr,Chicago,IL,81716,1,2.1,3317,4441,1977,Single Family,1005914,32.783528,-83.178621,47,Taylor Williams,+1-989-608-2461,Cash,0.0,"1 bed / 2.1 bath single family in Chicago, built in 1977."
670,2025-05-08,5180 Pine Dr,Fort Worth,TX,62742,1,1.0,2051,4564,1952,Condo,407707,36.064806,-105.424262,86,Blake Brown,+1-323-505-9042,VA,376.12,"1 bed / 1 bath condo in Fort Worth, built in 1952."
671,2022-11-15,9325 Washington Ave,Jacksonville,FL,97231,8,3.4,1727,7978,1904,Townhouse,775832,37.499574,-108.692243,90,Jordan Garcia,+1-656-597-8805,FHA,121.99,"8 bed / 3.4 bath townhouse in Jacksonville, built in 1904."
672,2022-06-08,7694 Maple St,Chicago,IL,65382,4,1.3,697,12800,1974,Condo,240289,34.820719,-92.981733,15,Blake Davis,+1-295-241-9410,FHA,167.18,"4 bed / 1.3 bath condo in Chicago, built in 1974."
673,2022-12-10,5021 Pine Dr,Phoenix,AZ,74922,2,1.0,772,5939,2014,Condo,339793,43.460077,-102.991939,15,Jamie Jones,+1-679-647-2297,VA,36.77,"2 bed / 1 bath condo in Phoenix, built in 2014."
674,2022-12-07,8511 Oak Ave,Phoenix,AZ,99694,4,2.6,1002,2268,1956,Townhouse,226655,38.515038,-123.671072,6,Riley Jones,+1-782-248-2253,Cash,104.84,"4 bed / 2.6 bath townhouse in Phoenix, built in 1956."
675,2023-09-15,1439 Main St,Indianapolis,IN,65694,2,1.5,2752,10149,1985,Single Family,1020281,47.894099,-77.5901,0,Sam Wilson,+1-459-563-5175,Conventional,0.0,"2 bed / 1.5 bath single family in Indianapolis, built in 1985."
676,2021-01-08,5243 Lakeview Rd,Houston,TX,96714,1,2.6,3255,5667,1998,Single Family,861446,26.826033,-95.436177,81,Pat Davis,+1-246-285-7819,FHA,0.0,"1 bed / 2.6 bath single family in Houston, built in 1998."
677,2025-02-23,4348 Oak Ave,Charlotte,NC,91764,5,4.0,1540,5733,1947,Single Family,289079,45.317304,-116.732516,72,Pat Brown,+1-416-389-2281,Conventional,0.0,"5 bed / 4.0 bath single family in Charlotte, built in 1947."
678,2020-08-26,9961 Lakeview Rd,Columbus,OH,80041,2,2.4,1575,5355,1884,Single Family,373453,36.422613,-117.01276,40,Alex Brown,+1-871-688-8539,VA,0.0,"2 bed / 2.4 bath single family in Columbus, built in 1884."
679,2025-05-26,2313 Main St,San Jose,CA,91067,4,2.7,1792,2210,1972,Condo,307450,36.820524,-71.851489,35,Sam Martinez,+1-604-509-2435,Mortgage,161.28,"4 bed / 2.7 bath condo in San Jose, built in 1972."
680,2021-01-20,7239 Maple St,San Antonio,TX,24668,2,2.8,1675,5738,1884,Condo,182501,30.812701,-114.363708,10,Pat Smith,+1-414-692-3378,Mortgage,107.33,"2 bed / 2.8 bath condo in San Antonio, built in 1884."
681,2022-05-14,7824 Main St,Chicago,IL,49441,2,2.9,3383,6292,1998,Single Family,1070588,32.114577,-108.032355,1,Alex Johnson,+1-370-356-8295,VA,0.0,"2 bed / 2.9 bath single family in Chicago, built in 1998."
682,2023-03-12,7174 Washington Ave,Charlotte,NC,86706,1,2.2,300,1528,1942,Single Family,87125,37.988513,-122.648167,10,Pat Davis,+1-252-541-1129,Cash,0.0,"1 bed / 2.2 bath single family in Charlotte, built in 1942."
683,2020-03-16,1094 Main St,San Francisco,CA,85846,1,3.0,1870,6701,2021,Co-op,635300,37.288561,-92.71602,51,Cameron Davis,+1-697-725-8993,Mortgage,206.35,"1 bed / 3.0 bath co-op in San Francisco, built in 2021."
684,2021-07-02,5781 Lakeview Rd,Columbus,OH,85550,7,1.6,1770,200,1960,Single Family,403789,28.335038,-109.612413,41,Blake Davis,+1-684-319-9106,Conventional,0.0,"7 bed / 1.6 bath single family in Columbus, built in 1960."
685,2021-01-28,9728 Elm St,Columbus,OH,12727,2,1.3,769,2398,1921,Single Family,199663,33.877327,-87.033553,49,Cameron Miller,+1-648-437-9317,Mortgage,0.0,"2 bed / 1.3 bath single family in Columbus, built in 1921."
686,2021-08-23,2754 Maple St,Washington,DC,96108,4,2.1,1192,8654,1999,Single Family,298093,43.378823,-98.851537,35,Sam Anderson,+1-599-626-6902,VA,0.0,"4 bed / 2.1 bath single family in Washington, built in 1999."
687,2021-02-12,5075 Maple St,San Jose,CA,21297,3,3.6,1444,10820,2003,Single Family,370220,27.697191,-104.178943,58,Taylor Wilson,+1-703-303-7815,VA,0.0,"3 bed / 3.6 bath single family in San Jose, built in 2003."
688,2022-01-04,623 Oak Ave,San Antonio,TX,82984,2,2.7,2225,7826,1892,Co-op,418543,35.061982,-112.942344,34,Casey Miller,+1-893-362-3862,Conventional,192.42,"2 bed / 2.7 bath co-op in San Antonio, built in 1892."
689,2020-09-04,864 Cedar Ln,Austin,TX,66442,4,2.1,2925,7631,1909,Condo,818538,25.284912,-106.862628,15,Drew Williams,+1-698-464-6575,FHA,56.33,"4 bed / 2.1 bath condo in Austin, built in 1909."
690,2025-03-12,1769 Main St,Phoenix,AZ,77552,5,2.6,3631,200,1906,Condo,1027343,25.541673,-84.845137,14,Cameron Garcia,+1-973-313-2734,Conventional,134.5,"5 bed / 2.6 bath condo in Phoenix, built in 1906."
691,2024-11-18,8388 Lakeview Rd,Indianapolis,IN,23816,2,1.0,1538,1316,1922,Condo,336424,41.103393,-81.025552,6,Jordan Miller,+1-360-945-5786,VA,184.31,"2 bed / 1 bath condo in Indianapolis, built in 1922."
692,2020-10-09,7860 Elm St,Houston,TX,30223,2,2.0,588,8523,1973,Single Family,291762,38.177997,-90.769087,77,Jamie Williams,+1-649-625-1107,Mortgage,0.0,"2 bed / 2.0 bath single family in Houston, built in 1973."
693,2022-02-01,8777 Washington Ave,San Jose,CA,76194,5,2.3,2126,8378,1923,Single Family,302669,42.413638,-110.899916,10,Sam Davis,+1-569-844-5021,Mortgage,0.0,"5 bed / 2.3 bath single family in San Jose, built in 1923."
694,2022-04-18,2485 Main St,San Diego,CA,28087,0,1.2,1143,8150,1989,Single Family,197852,36.421752,-121.459508,14,Cameron Rodriguez,+1-898-570-1487,VA,0.0,"0 bed / 1.2 bath single family in San Diego, built in 1989."
695,2022-04-02,2573 Main St,Indianapolis,IN,19120,4,1.2,2087,7360,1901,Single Family,435104,40.915548,-104.522423,61,Chris Brown,+1-644-262-7443,Cash,0.0,"4 bed / 1.2 bath single family in Indianapolis, built in 1901."
696,2023-10-26,229 Cedar Ln,Indianapolis,IN,48761,1,1.0,1723,12921,1987,Single Family,111748,41.557504,-73.612127,18,Sam Rodriguez,+1-511-938-6139,FHA,0.0,"1 bed / 1 bath single family in Indianapolis, built in 1987."
697,2022-07-02,6727 Maple St,Indianapolis,IN,90006,5,2.7,590,6090,1917,Condo,35272,40.529684,-97.536475,5,Blake Williams,+1-757-839-8244,FHA,55.91,"5 bed / 2.7 bath condo in Indianapolis, built in 1917."
698,2022-03-09,4751 Maple St,San Jose,CA,21046,3,3.4,1897,9013,1889,Single Family,421938,39.615979,-107.571918,2,Sam Anderson,+1-957-329-9527,Conventional,0.0,"3 bed / 3.4 bath single family in San Jose, built in 1889."
699,2021-11-28,9807 Cedar Ln,Chicago,IL,77065,2,1.0,1973,4140,2021,Single Family,273494,42.28775,-93.822163,19,Chris Martinez,+1-363-223-1456,Conventional,0.0,"2 bed / 1 bath single family in Chicago, built in 2021."
700,2020-08-14,2128 Main St,San Diego,CA,49838,4,1.9,1167,10063,1988,Co-op,164352,43.587458,-122.074018,30,Sam Smith,+1-581-465-9314,FHA,307.42,"4 bed / 1.9 bath co-op in San Diego, built in 1988."
701,2020-01-11,3931 Elm St,Houston,TX,68816,2,1.7,300,3055,1956,Single Family,67529,47.710348,-82.198394,3,Cameron Miller,+1-441-963-9737,Conventional,0.0,"2 bed / 1.7 bath single family in Houston, built in 1956."
702,2022-11-30,3254 Elm St,San Jose,CA,47294,3,2.0,3343,6186,1915,Condo,1131380,34.099861,-104.604326,2,Sam Williams,+1-307-535-9461,Conventional,51.32,"3 bed / 2.0 bath condo in San Jose, built in 1915."
703,2024-08-23,7902 Maple St,Charlotte,NC,22843,5,3.5,573,1485,1917,Condo,181051,38.142688,-115.762632,1,Riley Johnson,+1-294-263-7961,Mortgage,108.74,"5 bed / 3.5 bath condo in Charlotte, built in 1917."
704,2022-04-04,9673 Lakeview Rd,Charlotte,NC,20233,3,1.3,412,1509,1974,Condo,106486,31.310182,-102.596579,4,Avery Rodriguez,+1-731-997-7468,FHA,96.02,"3 bed / 1.3 bath condo in Charlotte, built in 1974."
705,2022-05-03,7599 Pine Dr,Columbus,OH,67682,2,3.2,1594,5782,2005,Condo,266604,44.531899,-95.869977,1,Pat Brown,+1-347-717-3082,VA,178.38,"2 bed / 3.2 bath condo in Columbus, built in 2005."
706,2022-07-21,9956 Washington Ave,Indianapolis,IN,79355,3,2.5,2117,6678,1910,Condo,410890,42.798472,-101.972729,17,Cameron Smith,+1-964-360-7051,Cash,26.15,"3 bed / 2.5 bath condo in Indianapolis, built in 1910."
707,2020-03-23,5068 Cedar Ln,Houston,TX,25842,3,1.5,932,4545,1974,Single Family,178049,31.868341,-112.661742,32,Drew Brown,+1-320-580-5995,FHA,0.0,"3 bed / 1.5 bath single family in Houston, built in 1974."
708,2023-04-22,8108 Main St,San Francisco,CA,13667,1,1.7,1760,6941,1916,Single Family,25000,41.134311,-79.403439,14,Riley Smith,+1-512-490-4532,Mortgage,0.0,"1 bed / 1.7 bath single family in San Francisco, built in 1916."
709,2020-04-01,6281 Lakeview Rd,Houston,TX,81766,3,1.7,1404,3333,1969,Single Family,277583,47.678738,-112.852473,24,Riley Garcia,+1-786-517-8411,FHA,0.0,"3 bed / 1.7 bath single family in Houston, built in 1969."
710,2022-08-01,1563 Washington Ave,Washington,DC,27407,4,2.6,1024,5066,1915,Single Family,270775,34.555588,-90.941834,5,Chris Garcia,+1-883-659-3440,FHA,0.0,"4 bed / 2.6 bath single family in Washington, built in 1915."
711,2020-04-03,506 Cedar Ln,Fort Worth,TX,40516,2,3.2,1880,200,1981,Single Family,419596,31.852602,-107.011576,17,Blake Garcia,+1-953-484-2450,Mortgage,0.0,"2 bed / 3.2 bath single family in Fort Worth, built in 1981."
712,2020-06-23,8648 Maple St,Seattle,WA,94562,5,3.2,300,9039,1911,Condo,67938,30.160114,-83.208774,45,Jordan Wilson,+1-754-790-1866,Conventional,21.31,"5 bed / 3.2 bath condo in Seattle, built in 1911."
713,2025-04-01,9595 Lakeview Rd,San Francisco,CA,75881,2,2.0,1766,8998,1884,Single Family,141139,30.434311,-96.599299,8,Drew Brown,+1-219-481-4371,Mortgage,0.0,"2 bed / 2.0 bath single family in San Francisco, built in 1884."
714,2020-04-02,494 Elm St,Chicago,IL,79932,2,1.8,2226,2777,1962,Single Family,528944,42.662449,-116.118295,37,Cameron Smith,+1-548-647-3957,VA,0.0,"2 bed / 1.8 bath single family in Chicago, built in 1962."
715,2020-07-22,1568 Pine Dr,Fort Worth,TX,43708,3,1.8,3122,8815,1903,Single Family,851126,32.482664,-87.644136,0,Drew Brown,+1-492-347-3992,FHA,0.0,"3 bed / 1.8 bath single family in Fort Worth, built in 1903."
716,2025-05-22,6488 Oak Ave,San Jose,CA,63382,0,2.7,894,9549,1923,Single Family,301818,25.864897,-70.83159,10,Morgan Brown,+1-227-930-1958,FHA,0.0,"0 bed / 2.7 bath single family in San Jose, built in 1923."
717,2021-06-12,9701 Maple St,Austin,TX,28672,1,3.3,1761,3092,1985,Townhouse,326486,28.525518,-68.661311,77,Riley Johnson,+1-253-407-4925,Conventional,199.97,"1 bed / 3.3 bath townhouse in Austin, built in 1985."
718,2020-08-23,8032 Main St,San Francisco,CA,76666,6,1.4,2742,4801,2009,Single Family,369550,48.883826,-101.25077,23,Casey Smith,+1-525-675-7669,Cash,0.0,"6 bed / 1.4 bath single family in San Francisco, built in 2009."
719,2020-02-08,9188 Pine Dr,Columbus,OH,93039,5,3.2,1616,6599,1939,Multi-Family,264044,31.068519,-94.508126,0,Casey Rodriguez,+1-800-891-2663,Mortgage,0.0,"5 bed / 3.2 bath multi-family in Columbus, built in 1939."
720,2024-09-29,2855 Maple St,San Jose,CA,84481,0,2.1,415,9014,1984,Single Family,88472,43.837192,-112.599491,79,Blake Rodriguez,+1-408-345-7116,Conventional,0.0,"0 bed / 2.1 bath single family in San Jose, built in 1984."
721,2020-01-03,1085 Lakeview Rd,Seattle,WA,65542,2,3.4,2344,9304,2022,Single Family,425977,31.044481,-79.693778,52,Pat Garcia,+1-835-496-3742,Cash,0.0,"2 bed / 3.4 bath single family in Seattle, built in 2022."
722,2022-02-17,845 Pine Dr,Dallas,TX,88363,5,3.1,2370,1896,1944,Townhouse,723971,37.878959,-80.045245,19,Morgan Martinez,+1-417-799-9361,FHA,4.54,"5 bed / 3.1 bath townhouse in Dallas, built in 1944."
723,2022-03-20,3554 Elm St,Seattle,WA,83804,3,2.7,1070,7370,1897,Single Family,293216,45.351321,-103.043491,15,Sam Johnson,+1-343-942-5578,VA,0.0,"3 bed / 2.7 bath single family in Seattle, built in 1897."
724,2023-12-20,3550 Lakeview Rd,Austin,TX,93252,4,2.3,2658,6874,1946,Co-op,483825,45.376828,-94.268828,24,Cameron Jones,+1-451-878-6269,FHA,138.76,"4 bed / 2.3 bath co-op in Austin, built in 1946."
725,2020-09-30,2943 Washington Ave,Washington,DC,53051,3,1.6,727,4720,1884,Multi-Family,117672,30.036752,-89.851338,9,Blake Smith,+1-823-687-1070,Cash,0.0,"3 bed / 1.6 bath multi-family in Washington, built in 1884."
726,2024-05-31,2122 Elm St,Seattle,WA,74091,1,3.1,1142,200,1980,Single Family,352599,26.317717,-85.616686,82,Blake Martinez,+1-279-751-1507,VA,0.0,"1 bed / 3.1 bath single family in Seattle, built in 1980."
727,2024-09-14,3261 Lakeview Rd,Fort Worth,TX,88815,3,2.8,1441,6937,1971,Single Family,343033,27.405793,-83.087649,39,Chris Anderson,+1-208-327-8580,FHA,0.0,"3 bed / 2.8 bath single family in Fort Worth, built in 1971."
728,2023-10-25,3938 Lakeview Rd,New York,NY,39035,2,2.0,1623,6764,1885,Townhouse,175995,25.005781,-114.394665,55,Sam Miller,+1-396-292-5967,Mortgage,111.69,"2 bed / 2.0 bath townhouse in New York, built in 1885."
729,2023-12-12,1917 Cedar Ln,Jacksonville,FL,14822,0,2.5,1583,6870,1951,Single Family,336085,30.088668,-122.316108,3,Sam Wilson,+1-414-207-4212,VA,0.0,"0 bed / 2.5 bath single family in Jacksonville, built in 1951."
730,2021-01-31,9736 Pine Dr,Denver,CO,75578,4,1.9,1086,6278,2006,Single Family,147082,41.25106,-74.153198,19,Blake Anderson,+1-779-888-3875,Cash,0.0,"4 bed / 1.9 bath single family in Denver, built in 2006."
731,2024-10-18,8831 Cedar Ln,Chicago,IL,26702,2,1.2,1115,1175,1946,Multi-Family,111671,41.145127,-101.933561,21,Jordan Rodriguez,+1-946-480-4143,Cash,0.0,"2 bed / 1.2 bath multi-family in Chicago, built in 1946."
732,2023-08-05,4589 Oak Ave,Seattle,WA,69497,1,2.4,2818,2828,1880,Multi-Family,1088972,39.11407,-91.470689,7,Blake Martinez,+1-253-530-8086,VA,0.0,"1 bed / 2.4 bath multi-family in Seattle, built in 1880."
733,2024-04-03,8823 Lakeview Rd,Indianapolis,IN,71156,5,1.5,2119,719,2006,Single Family,567313,40.222064,-103.827377,90,Alex Anderson,+1-429-248-5553,VA,0.0,"5 bed / 1.5 bath single family in Indianapolis, built in 2006."
734,2020-06-16,4195 Maple St,Austin,TX,10676,5,2.0,1633,11285,1980,Single Family,277722,27.990741,-75.113609,51,Avery Smith,+1-955-431-7943,Cash,0.0,"5 bed / 2.0 bath single family in Austin, built in 1980."
735,2023-07-04,5577 Cedar Ln,Philadelphia,PA,53152,4,1.2,1387,3902,1959,Single Family,776486,46.265775,-82.445077,42,Jamie Smith,+1-691-642-1393,Conventional,0.0,"4 bed / 1.2 bath single family in Philadelphia, built in 1959."
736,2021-11-28,9929 Lakeview Rd,San Diego,CA,24134,3,2.5,1580,4171,2001,Single Family,254503,46.427103,-86.727635,72,Pat Smith,+1-541-732-4878,Cash,0.0,"3 bed / 2.5 bath single family in San Diego, built in 2001."
737,2020-06-24,1115 Lakeview Rd,Houston,TX,91965,1,2.2,2393,9040,1994,Single Family,535792,47.126935,-115.976084,3,Alex Smith,+1-586-520-2065,Mortgage,0.0,"1 bed / 2.2 bath single family in Houston, built in 1994."
738,2023-10-19,1670 Washington Ave,Los Angeles,CA,49514,4,1.0,2527,5641,1990,Single Family,431144,35.742973,-79.814126,19,Alex Rodriguez,+1-253-501-7249,VA,0.0,"4 bed / 1 bath single family in Los Angeles, built in 1990."
739,2022-08-08,525 Lakeview Rd,San Diego,CA,88587,2,2.1,1406,3803,1882,Single Family,277028,37.085846,-73.038888,41,Chris Davis,+1-835-834-2659,FHA,0.0,"2 bed / 2.1 bath single family in San Diego, built in 1882."
740,2020-01-26,2164 Cedar Ln,Indianapolis,IN,53017,5,2.9,1583,440,1929,Single Family,724490,36.928568,-122.17238,31,Avery Anderson,+1-269-807-4172,Conventional,0.0,"5 bed / 2.9 bath single family in Indianapolis, built in 1929."
741,2022-06-29,5206 Washington Ave,Jacksonville,FL,65182,4,1.6,1431,10120,2003,Condo,321034,42.299592,-110.251214,26,Taylor Williams,+1-340-245-1991,Mortgage,169.92,"4 bed / 1.6 bath condo in Jacksonville, built in 2003."
742,2024-12-17,5718 Cedar Ln,Indianapolis,IN,95420,4,1.2,2378,6342,1971,Single Family,227943,25.857961,-83.847854,9,Drew Brown,+1-350-680-6057,Conventional,0.0,"4 bed / 1.2 bath single family in Indianapolis, built in 1971."
743,2023-10-21,5733 Maple St,Jacksonville,FL,11059,1,1.6,1161,6886,2012,Single Family,348672,26.75124,-77.195812,38,Taylor Smith,+1-443-719-1894,VA,0.0,"1 bed / 1.6 bath single family in Jacksonville, built in 2012."
744,2021-11-30,5525 Elm St,San Antonio,TX,93958,5,1.4,3567,7307,1931,Townhouse,555227,36.263272,-71.296499,0,Jordan Martinez,+1-687-911-8657,Conventional,311.67,"5 bed / 1.4 bath townhouse in San Antonio, built in 1931."
745,2020-08-02,3872 Lakeview Rd,Washington,DC,49273,6,1.8,2144,5545,1987,Single Family,397741,30.562967,-72.620203,7,Cameron Smith,+1-707-424-1060,Mortgage,0.0,"6 bed / 1.8 bath single family in Washington, built in 1987."
746,2024-04-22,3118 Main St,Washington,DC,37936,5,3.1,1624,1967,1941,Single Family,236102,37.453349,-116.024618,18,Pat Miller,+1-957-584-4363,VA,0.0,"5 bed / 3.1 bath single family in Washington, built in 1941."
